text,airline
united s ceo has decided to outsource and or push out more and more of their skilled and loyal employees lack of staff,United
i mean your employees were really nice as i literally sobbed,United
she means to say there has been so many complaints today this week this month that she can t respond b c she s alone,United
i was flying home for a am event tomorrow you pushed back my flight now i have a ticket that won t get me home in time,United
they held the plane made it,United
you delayed our departure by hrs to wait for passengers from another flight that was late flight unacceptable,United
ok have sent u info via dm i appreciate your help and consideration,United
flight from chicago to houston over hours and no pretzels or peanuts seriously about passed out,United
nice and early back home,United
i hope so too,United
after having to now tag my own bags at the airport i was hoping they would actually arrive with me here s hoping they arrive,United
i ll make sure he s done that thanks for the help this is a huge race for him and just trying to make sure it goes smoothly peace,United
i had planned to book additional flights tonight but after hrs working on one trip i m worn out enoughisenough,United
so much for being here to help very disappointed in your customer service,United
if you d love to see more girls be inspired about becoming pilots rt our free woaw event march at abq,United
your system is down and after being on hold for over mins mia tells me she is going to charge a flight booking problems fee customer service,United
i took a screenshot and emailed it to myself let s dm and figure this out,United
she won t be at my wedding this is an irreplaceable milestone there s no reflight booking problems how can we be repaid for this,United
brothers luggage was lost on copa airlines flight he s competing sunday for the panamerican cross country cup please help,United
will you fill it yes they will thanks bringyourown,United
on last flight of the day no less i am now driving hours to aspen thru a snowstorm thx to your teams lack of customer empathy,United
brothers baggage was lost on route to panamerican cross country cup championship in columbia his race is sunday please help,United
yes there were plenty of seats available so why did vicky thomas refuse to give one to a million mile flyer,United
funny both my flights yesterday were delayed because of mechanical issues rotten luck to get planes in a row with issues,United
that would have been nice earlier today too late flight now i hope,United
waiting mins and counting to get through to global services something going on,United
no still trying to get home,United
also your at gate monitor showed empty seats,United
that is not what your reservations desk just told me they said there were plenty of seats,United
very exasperating i m having a difficult time with flight booking problems as the error message says you re undergoing maintenance really now,United
this flight attendant was extremely helpful to a woman who had a hard time walking very touching,United
please call me at,United
lax m make it happen please else on a cruise with no luggage tomorrow,United
no i did not make connection your stellar employee vicky thomas refused to board me even though empty seats on plane,United
of course that was the start of my trip wks ago its gone further downhill on my return,United
no u don t,United
how much longer will it take it a guitar not a royal commission,United
i have a voucher that expires next week can i get an extension on it before it expires,United
sure but different texts changing time gate especially locations across the entire concourse that just seemed a little off,United
you know what would be awesome providing us with complimentary entertainment on your flights especially those longer than hours,United
dm sent thanks,United
to late flight now but in future flights train staff better to handle emergency situations and ground staff in customer service,United
san diego to chicago leaving at am tomorrow,United
stuck in this airport hours in standbys cuz the pilot showed up late flight in pjs i missed my connectin flight pj s i tell u nyfw,United
brian at sfo customer service deserves a raise gave me extra meal voucher and a good joke to cheer me up after flight delay ftw,United
thank you have a nice evening,United
if i wait i ll lose the flight so frustrating,United
it most certainly was not,United
its available online i just can t figure out how to do it to guarantee same flight,United
trying to book flight w miles was on hold for m before i gave up need to get on same flight using two diff and pay tix,United
no thanks took care of it when i called,United
that s the tweet u choose to answer to tell me you re not liable youretheworst neveragain,United
y not you re the reason we re in houston and not nyc tonight it took the plane an hour to take off no explanations or sorry,United
awesome thank you very much for the help,United
you need to follow me so i can dm you to give you the info,United
agents arguing about check bag announcement looked for room until seat gave up and walked back to seat unnecessary,United
yea i saw that i m moving to china and have bags will pay whatever but wanted to make sure it was ok to bring that many,United
you should change your name to united incompetence no flight until monday have to take a hour drive now to get to my flight,United
not even mentioning how rude the customer service was to us as a business owner i d be mortified if my employees acted as yours,United
kept me watching the safety video for the first time in forever nice job,United
has time to respond to everyone else s complaints but not mine you just lost a customer,United
thanks to lea in the chicago office for her help in switching our cancelled flighted flights,United
most likely makes it sound like you have no idea which is not how i want my flights to be please use facts thanks,United
tell me something i don t know not keepingit weaktea,United
the wait time for a baggage question is minutes that s crazy is there a limit to the amount of bags i can bring internationally,United
emery we don t like to hear this is there anything we can help with thanks ey another empty offer for help,United
i m try to upgrade my seats to first class but the wait time on the phone is minutes can you help,United
ua is a coshared flight w ana unable to check in hrs prior,United
never flying with you guys ever again the customer service is piss poor at best,United
when a hour flight turns into a ordeal sigh,United
where are our luggages with a group and over luggages are lost,United
assistance with what the attitude of your staff no matter which airport we are at,United
sure follow for a sec and i will,United
thank you so much for your help with my birthday trip tickets are confirmed,United
airlines on flight ua need to make ua can u hold the plane for us,United
thank you,United
when will i hear guitar was damaged in december i use my guitar to earn a living get your act together,United
i was on hold for over minutes and was talking to one of your employees i asked him for name or id and he hung up in my face,United
i hope so but i ve received no help so far i ve been on hold for more than an hour can someone speak to me,United
tried other flight options as per weblink non available for next days frustrating notgoodenough poorservice,United
you asked me to dm then ignore them please assist in changing to another flight today feb fra to mco avoiding iad,United
how do you stay in business with such poor service poorservice notgoodenough,United
will the airline refuse my canadian passport with less than months remaining validity going to us,United
what time should i arrive at the airport for my am domestic flight out of san diego,United
taxing in at ord avgeek,United
i sent a dm re an existing reservation but no one has responded,United
i am going to a service desk now to see what the options are,United
i miss the continental days,United
or how about next time my bag is underweight you guys credit me or how about i take my business to an airline that cares,United
it wasn t full i had plenty of time to go to the gate and check plus with my status i should have gotten on,United
then why did your staff refuse to let me on the earlier flight citing my having checked a bag,United
thanks for nothing next time i ll bring a whole extra suitcase for my extra pound that makes sense right,United
first you lost all my bags now you cancelled flight my flight home min wait to talk to somebody poorservice notgoodenough,United
great landing in denver next rapid city snow starting to fall florida everglades is a faint sunburn away here comes the cold,United
looking forward to flying with you guys as well,United
how is it that my flight can arrive early and be delayed due to no gate being available we are now min late flight on tarmac,United
my flight landed min but we are being told to stay on the plane haven t pulled up to the gate have little to no information,United
i have such a love hate relationship with you some days you re good the others you are so terribly awful its saddening,United
have better customer service at john wayne airport,United
bag was finally delivered and intact thanks for your assistance,United
passengers seated crew ready wheresthepilot flt from ord hope he isn t at the bar,United
booked tix month ago and now its about cheaper and customer service was useless what s up with that,United
is ua still taking off at pm i m stuck on the tarmac on ua waiting to get in,United
you re right good you caught the mechanical failure too bad there are no blankets but ok,United
we re sitting in ua getting delayed because the operations can t find captain ridiculous united,United
truly the worst day of flying i have ever experienced,United
you guys made my day treated me well thank you,United
stuck in houston because you can t seem to get a plane to the destination on time in perfect flying conditions,United
you phone customer service team is bad think it is time for me to consider switching airlines,United
how much longer united been on the phone for over an hour to straighten out a star alliance upgrade,United
how can i verify if wheelchair assistance has been requested for my next flight,United
i left my dildo on the plane is there any way for me to get it back,United
don t know her last name but karen at your call center is terrific friendly helpful terrific representative kudos,United
i m cancelled flighting my mileageplus card and i will never do business with you again you clearly don t care about your customers,United
thank you good service safe flight way home,United
why even ask me to dm you and offer help if you can t do anything terriblecustomerservice unitedairlines,United
yes and that is appreciated but misinformation damages credibility you may want to have someone observe in newark fwiw,United
you guys suck,United
never fails flying fc order ravioli get chicken tell the fa she says you should of told me other people wanted chicken idiot,United
second time flying into houston and mins waiting for luggage at baggage typical still waiting,United
both flights went great and improved my view of your airline cheers flight attendents on ua deserve a raise,United
again horrible service again attitude when asked for information again you make me not want to fly united ever platinummember,United
and now your rep just hung up on me after over mins on hold because i asked for a supervisor i m furious right now,United
i have a question about my interview process i had only one interview but was the last person is that good or bad,United
thank you for hrs at terminal d in dulles airport,United
go bankrupt again and transfer all of your assets to luv that would be great,United
landing in chicago saw it once we were already airborne,United
marcus helped me good agent couldn t fix it flight was listed on website but unavailable to book false advertising much,United
i may not hit any new status this year but i ve flown several times this year and have tried to book with y all every time,United
unsmiling rep told us hotel shuttle comes like every minutes breezy min late flightr we re taking a cab you going to reimburse,United
if someone misses his connecting flight because of the airline and it was the last flight of the day how will you fix it,United
yes i needed plenty of assistance but received none,United
not tonight we got a hotel and after hrs of traveling and still not reaching our destination we are disappointed thanks,United
thank you for the reply i emailed your customer care department about my experience,United
how can i file a claim when your agents won t let me speak to a supervisor my claim number is expired because you won t find my bag,United
it s done if you do something to make up for it i ll tweet that too,United
i had one interview i was the last person what does that mean,United
i have flown with you times in the last days out of flights have been delayed huge mistake on my part don t fly united,United
i just received notification of in flight wi fi for ua from to amazing,United
yes but taking two days to get bag delivered missed a full day skiing because of this,United
give her the recognition she deserves,United
she s the type of person that can make a customers day i fly times a year she s one of the top flight attendants i ve had,United
made me remove pound from my checked bag otherwise they would charge me loyal flier for years time for change,United
been sitting on this plane unreal when will my day nightmare end,United
you suck you re the best,United
can you let us out of the gate now ua,United
on top of no free tv on the int l leg now i m sitting on the tarmac in houston min past departure w another hr plus to go,United
dtv doesnt work pilots late flight wont let yr old fly next me and i paid an upgrade unitedsucks,United
your loyalty team basically flipped me off via phone but thanks maybe google loyalty and get back to me lol,United
hey this is your job don t give me the safety spin this is the same plane that broke on the original flight out unitedsucks,United
thank you,United
if you mean beyond opaque maintenance issues yes that would be basic in customer service which your ewr staff can t manage,United
dear ted we don t care about you nor the mileage plus card you pay a lot for bye bye united,United
terminal gate b flt then take her to terminal gate m swiss air lx,United
sad that you don t think it is important to resolve your client facing team that behaves disgraceful,United
help my girlfriend amy lloyd is going to miss our flt to zurich bc of your fault she needs a golf cart to meet her at ord,United
epicfail from a former gate agent in pia he walked away and quit luckily a responsible pia agent saved the day,United
that was the problem we were being told the aircraft was on its way,United
will do thx been sitting on plane now for hrs and now we have to refuel i can t even make this stuff up,United
do you know how to use twitter bro your terminal looks like it s in bosnia here s another pic,United
you are by far the worst airline plane delays on round trip flight how is that possible,United
i took care of it myself had to rent a car and drive hours to retrieve my belongings due to united errors,United
now i ll probably miss my next connection,United
any chance you ll ever do cpus on your jfk lax like,United
you may think i m joking or blowing it out of proportion but the last united flights have been delayed or significantly late flight,United
not the case now delayed due to mechanical issues with no update on departure time just cancelled flight the goddamn flight so i go delta,United
days and planes with mechanical issues now over hrs late flight sitting on this plane this is insane,United
i didn t get a message from you i ll resend numbers,United
yes filled out the form last year don t have case number handy guess i m not cut out for the historical society afterall,United
what idiot designed your seats armrest tv remote resting elbows don t mix seatmate keeps changing channels blasting volume,United
you can bump me up to group so i won t be forced to check my bag and wait minutes at lga,United
listen learn do this remove your pqd requirement it is insulting ha,United
thank you for the reply i will fill out the form and submit it as requested good to know you re paying attention,United
gate agent alavera is amazing,United
i need you to be a better airline lol,United
your agents forced me to check a carry on bag when i received my bag i found your crew had stolen from me u lost my business,United
wins top marks for customer service via twitter they turned a poor experience into a positive many thanks for the effort,United
really you charge me to check a bag and then you put it on a different flight still don t have my bag,United
why haven t you released a travel advisory for iad for tomorrow,United
cross country flight sfo bos no wifi not even a can of soda and this quality inflight entertainment sad,United
is really getting horrible so much for tucking in my kids tonight delta transfers miles status right,United
i just had an interview how long does it take before you hear back,United
i think problem resolution should be decided on your end especially if you d like me to continue flying your airline,United
roundtrip to london on i think i will fyi that s another k you just lost moneynotspentonunited unfriendlyskies,United
already flight booking problems next week s trip on thanks for making the choice so easy disunited unfriendlyskies servicefail,United
flight experiences r often frustrating but day on ua from chi to wpg flight attendant april was amazing she s of the best,United
also group is total bs,United
don t ask me to be patient without offering something in return,United
just like clockwork friday afternoon flights from las to den running late flight why does this seem to happen so consistently keepit,United
i will on or all of which will be getting my business unfriendlyskies unbelievable,United
free booze for the bach party would make it better ord msy delayed again we will enjoy either way thanks,United
i have their name boarding pass was in there too i think they might really need this any ideas,United
sitting in seat d on a flight back from vegas to chicago someone left a folder that looks important in the seat pocket,United
incompetent rude service today missed my connecting flight then the customer service desk was terrible to me really upset w untd,United
terrible experience on ua on th st exit row in economy has zero legroom have same row booked for return but can t change,United
hours late flightr i ve been in transit for a total of twelve hours please just change the plane on flight this is ridiculous sfo,United
all good man it isn t your fault that plane is having maintenance issues,United
this delay of flight ua has been painful i sure hope it doesn t cause me or my luggage to miss my ua flight to new delhi,United
yes but unbelievable should have a free fare lock,United
your puppy is so cute we look forward to having both of you on board thanks for the high five ey,United
worst airline beware they do not maintain there plain been on the runway the past hours,United
it should be free like other airlines again it s not anymore,United
existing reservation is fine i was talking about no longer having an cmh ord option gets me in too late flight,United
please tell me i m going to make my connecting flight from o hare to stl southbendinwhere,United
lindsay and darn terrible memory on my part i know they are headed back to iad and then pit tonight,United
i know i m sure you hear it all the time don t like the new seats i m a small guy and i feel the new planes are tight,United
how about after hrs at ord another on the tarmac refuse to move me to an earlier flight you make it up to me iflyalot bs,United
ok thanks for the clarification,United
when are you coming back to you have a huge east bay customer base due to sfo and i miss you,United
also doesn t help me i m a very frequent flier and united premiere gold apparently that means nothing,United
delayed another hour,United
as a million mile flier i m embarrassed to ask how long ago his launched,United
can t beat the storm out of town if you wait to issue the policy until too late flight nws issued storm warning already,United
do it again i will now miss one or probably both our aspen events fail,United
don t need your apologies need my bag took minutes from landing to get it unacceptable,United
add wifi entertainment and the old seats and i ll come back,United
so we fly into sfo and honululu gets pushed back hours and now it looks like more delays i beg of you plz sort this out soon,United
thanks i will catch my conection,United
super lame that you charge for tv on an international flight to the us it isn t,United
as for volunteers to give up seats people did now we sit for minutes on plane waiting them to add more people letsgo,United
you going to transfer my car to me too because it s at the airport you couldn t get me too,United
next time i will not volunteer to let you gate check my bag for space since you obviously can t deliver it in a timely manner,United
i m sorry it s cold in chicago but i don t see why that means it takes minutes for my priority bag to show up on the carousel,United
how long does it take for customer feedback to respond to a complaint,United
you are making me miss big snow in montana not cool,United
you might be the only airline not offering waivers keep up the good fight,United
or frontier,United
thank you any help is appreciated,United
fyi went through this on similar flight last week,United
i know where to check my complaint is my ticket said dinner when i booked now it s changed to refreshments where s my refund,United
bag mia since wednesday still no word where it is or if we ll ever see it again lostluggage frustrated,United
assume those benefits only apply to my own reservation any way my partner on diff res can use them can we combine res,United
or us air,United
we can t all be american airlines i suppose,United
love to report how horrible this flight is to your team let s make it worse as they get to my seat out of all snacks,United
uhuh group trying to get out of nashville and into iad today instead of tomorrow why be preemptive though,United
thanks for moving my dad on to my my mom s flight you helped make his birthday start with friendlyfriday awesomeness paws up,United
you need to get it together of flights cancelled flightled stranded with no car and my baggage is lost you never get it right,United
blood services make your appt today,United
it s worth saying that if you litter in singapore you get caned but there are rules says,United
not waiving change fees with the snow storm coming tomorrow iad is under winter storm warning tomorrow already what s up,United
yes i ll be sending an email to customer service today,United
i m fully aware it s just that your rules are harsh toward the client especially since you re going to resell my seat for more,United
why i won t check my carry on watched a handler throw this bag miss the conveyer belt sat there min,United
why so i can waste more of time on this airline to get an automated message disappointing as always,United
this means within one week i will have filed compensation complaints to your website,United
not sure however my ticket included one checked bag therefore this charge was extra and completely unanticipated,United
goodspeed we will follow up with our maintenance team thanks for the tweet kp thank you united cares,United
terribly disappointed confirmed reservation delayed and your cust service staff was not helpful in finding an alternate solution,United
this is for a check in luggage employee told me not to include wheels in the dimensions,United
dmangen com,United
if i had a ticket refunded which i purchased for my brother to fly could i then used the refunded credit for me to fly respond,United
this is besides the fact that one week ago you delayed me by hours i am not impressed at all,United
its my one and only checked bag which is checked to edinburgh however i am being charged randomly from dc to newark,United
with the purchase of my ticket i am entitled to check in bag however i am being charged an extra dollars for domestic transport,United
thank u for the hr delay then boarding us onto a plane that reeks of vomit flight attendant indicated it wasn t cleaned properly,United
i have never been so grossed out in my life what a disappointment yet again flying with you,United
need to add service dog to my itinerary for tomorrow,United
thanks for delaying my flight for an hour and then boarding us onto a flight that reeks of vomit because it wasn t cleaned properly,United
just landed might want to check flight plane from houston that sound was during takeoff landing,United
i can t even look at you right now i ll call you when i m not so mad,United
dm ed u the request num,United
i requested an online refund option they denied saying the ticket was used hope they understand the problem from your approach,United
nope still sitting at the gate,United
bagage which i take to in the cabin i dont need to check in correct,United
exactly,United
the passengers waited inside the flight on the runway and returned back in o gate that should not count as a valid journey,United
yes it is partly used the del ewr is used the return flight was cancelled flightled due to technical glitch in operations,United
thank you appreciate the response,United
old school ride home to lax from houston flyingretro,United
i appreciate you looking can you compensate me on anything for my troubles still haven t taken off for a am flight,United
mine is gjqx j husband is a cw can t dm for some reason,United
thank you thank you thank you for contacting me thank you for the offer of a travel certificate unitedairlines,United
another terrible experience with united discrimination delays and no help from customer service united notimpressed,United
hi we are flying into iad tomorrow evening do you expect delays or cancelled flightlations with the snow storm,United
if a business decision is made that inconveniences and possibly causes lost customers is it a good business decision cranky,United
sent a dm just now thanks i am incredibly happy the fast response i got via twitter than via customer care thank you,United
please provide update on ua this flight has been stranded by united with no information from the crew on the plane,United
thanks for reminding me how much easier it is to fly southwest get more agents at sfo,United
perfect that works thank you,United
that s still one day over my visa expiring on june which is why i booked my flight on that day,United
followback so i can dm plz,United
mia ewr excellent crew ewr iad no crew to load bags waiting w door open freezing mins past departure,United
your customer service is crap,United
thanks for having ground crews that are surprised when flights arrive beingsuckontarmacsucks,United
mechanical issue looks like they got it fixed thanks for your concern,United
ua sitting on tarmac at ord when there are visibly gates open reassign our gate,United
thanks,United
usually an issue with express our of sfo positive note mainline p s was enjoyable,United
no sato rebooked me just upset that my travel office had to fix this and you couldn t,United
kind of unnerving to watch the guy deicing your plane text on his phone the whole time,United
refreshes my browser right before checkout error load message ticket price increased in a matter of sec dounotwantmybusiness,United
why is united voted every year as one of the worst airlines do enjoy that title you should give jedediah free passes,United
i think you should board from the back of the plane whatstheholdup chitocle,United
on the plane but thanks maybe don t let so many people check in by themselves teeming with morons,United
thanks seat made for a year old and a broken tv flights year my last on your airline,United
ua needs de icing stat we ve waited our turn,United
yes i ve boarded this way many times have never had to show my pass on the tarmac multiple times path was railed off only way,United
fair enough united everybody is doing the best they can although that slight delay is turning into a cancelled flightlation,United
still waiting on our bag never got delivered yesterday can t reach a real person for help sending dm with ref number,United
worst flight experience i ve ever had will never ever fly your airline again,United
why do i have to go thru the details of the flight i want w the recording to then repeat all when a real person gets on the line,United
looks like they came through thanks again for the help,United
anything yet jj,United
why would a person take hours and hours of wait time just to tell a lie,United
hey dm not working ua,United
the refund team is far from customer care courtesy they need training on work ethics so it s like sir u r lying how can i help,United
splitting up my flights quadruples the price,United
contd i am being told that i am asking for a refund on a used ticket on a flight that got cancelled flightled how is the ticket used,United
after several trials and several hours of waiting on phone to contact customer care to get my refund all i get is cold shoulder,United
i booked and paid for a flight to get me to denver at a specific time for a meeting you failed it wasn t caused by weather,United
since when did you get so good again transcontinental flights in h what a pleasure relief you were,United
what i don t understand isn t flight that i paid premium for getting cancelled flighted and the best you can do is next available flight,United
flight is awful only one lavatory functioning and people lining up bumping etc because can t use st class bathroom ridiculous,United
are the current on board food menus available anywhere online,United
airlines is changing its mileageplus program winners and losers,United
actually we aren t still parked here,United
can i put sun in my carry on rt kneee right now would be a heat wave so enjoy the warmth can you bring some home jj,United
thanks,United
thanks for prompt response another hour to enjoy vacation perhaps a bug in the app as it still shows,United
why can i only apply one travel certificate per itinerary even when i have multiple flights,United
appreciate the sentiment and you were able to get me off the ground still missed connection,United
i log in view reservations try view specific reservation takes me back to login page,United
it just goes round round it s be going on for weeks,United
thank you for your prompt assistance,United
times my flight has been delayed and i miss my next flight this time you ve lost my baggage no clean clothes flight thx,United
i looked on the email chain and there is not one,United
why the hell do my miles expire was really looking forward to accruing enough for a free flight in years,United
thanks for more timely updates,United
do you also want the naming rights to my first child so i can fly home and visit with my mother and avoid more winter depression,United
i m familiar with the procedure it wouldn t be the first time unitedairlines lost one of my bags unhappytraveler,United
i get that but doing it by giving inaccurate misleading info doesn t seem like a great way to do it hopethegearmakesitintact,United
cleaning a regional jet takes an hour,United
baggage check in and in flight crew the friendliest ever flight ogg to lax,United
thanks that means i have minutes to make my international connection to hkg,United
kp i am not traveling we trying to cheer up ms bila,United
you just tried to charge for a flight when i tried to make a change over the phone not including change fee wtf,United
thank you for your offer all sorted out,United
workin on it waiting on him to reply,United
flight rolling delay of hour minutes,United
i believe just customer service at last post he was at narita in tokyo they sent him to a motel to rest said standby maybe days,United
i think this is the best first class i have ever gotten denver to lax and it s wonderful,United
of course not the inflight crew was great,United
well played lo,United
the pilot of ua just landed this plane like he was gently placing us into a pile of whipped cream smoothest landing ever,United
your website is a complete joke when using safari,United
the new seats on the canadaair regional jets just plain suck,United
i m in another country please cancelled flight my reservation i ve booked through swiss air,United
airlines abuse your expensive video equipment and overcharge you for the privilege via,United
found the flight on,United
that s the reply lol hoping that at least the new plane was maintained before the flight,United
did somebody say flight upgrade,United
dm sent,United
how is it tripitpro has accurate delayed dept times and hours late flightr i hear the same from you just curious,United
i can tell you your airline has lost mine and my families business this day and age message through twitter travels fast,United
trying to reach him for the number at last they have him on standbye and gave him meal voucher for a potential day standbye,United
this is very disappointing this is about customer service,United
boarded on time deplaned and now minutes delay no transparency during can t wait to give up my gold status for aa,United
my wife sarah stocker did also called but could not connect me to customer service,United
once again i am victim to the scam that is your shit customer service this time the agent hung up on me wtf do you teach your staff,United
flight my frustration boiled over after dealing with attendant her attitude was ridiculous,United
nice to know that hours of my time is worth free directtv for everyone ever hear of preventative maintenance,United
that may be true however after weeks matter is still unresolved and i can not get through to a supervisor or manager to help,United
obviously no one knows a darn thing around here what are we to do if this does not get resolved,United
so going forward i shouldn t be flight booking problems star alliance flights through the united app,United
i have those notifications yet the staff on board say that is not accurate and they have no departure time,United
i m not know if the seats are actually narrower than other seats but they feel like it or maybe i m extra bloated,United
dm sent this lack if customer service is getting ridiculous,United
delayed going home again getting really tired of delays,United
a big thanks to mn and kn or patiently clarifying the united domestic world to me,United
uh i booked it through the ua website why the price change,United
i m rebooked getting home hours late flightr then planned what are the chances i ll ever see my bag again unhappytraveler,United
united club team is a got me a seat late flightr still not sure why a last min ual cancelled flightlation costs me yet overbooked folks get,United
will flight to yyc be providing free food when we are allowed back on board after the broken lightbulb,United
i was not looking for the fare to be returned on the companion flight don t understand why an additional fee was necessary,United
thank you so much that helps a ton whoever is on this twitter acct today deserves a handshake and a hot chocolate flight problemsolvers,United
i left headphones in a on ua from yhz ewr it s a long shot to see them again but worth a tweet anyway,United
thousand fans of are asking you to give her your utmost effort to get her a safe flight with her baggage soon,United
can t wait,United
flight to be specific the last two were probably feet apart and within sight of each other,United
love being told you would issue a refund when you couldn t get us out of the way of a hurricane to have it denied,United
without baggage for days and can t get an update from houston airport since monday worst service ever,United
yes to three different checkers along the walk to the plane overkill,United
bummer might have to go with card instead ty for response though,United
please dm details we d like to help if you need assistance kp another airlines issues,United
or i m sure her business will go else where for airline travel her name is kathryn sotelo,United
please arrange someone at the arriving gate of flight to chicago for either a refund or first class upgrade,United
made to check in my carry on from flight pbi to newark plane luggage stow not full u r costing me time money aggravation,United
i have no way to contact her while she is in flight this does not work for me her father is about to pass and is heading to denver,United
we are on two more flights today let s hope the kit does not get the same treatment,United
thnx,United
please help regarding pnr a zz f why am i now waitlisted for a flight,United
just emailed jim compton and jeff smisek so hopefully you pay attention now,United
i hope you have a solution or insurance to cover this issue,United
customer service has no solution and now we might miss a show because of them,United
deserves to go bankrupt just delayed an outbound flight with no info on the connecting flight that we re going to miss,United
flt delayed because of maintenance that s fixed but can t board because flight crew didn t stay in boarding area fail,United
not anymore finally was ticketed min before takeoff not sure why the confusion with a full fare gsa ticket,United
do miles earned with explorer card count toward lifetime miles,United
yes but they still don t know where it is i ve been told it might be on a flight but now no one can confirm it,United
what do i do if something is missing from my checked baggage,United
wind chill in ithica degrees and for the trouble of losing my clothes they give me a t shirt i ll burn it for warmth united,United
aw thanks for the kind words totally makes these extra hours sitting in an airport soooo much better,United
frontier is currently offering their weather exceptions for this weekend when is united,United
i will be calling customer service delayed flights today now luggage misplaced a disaster across the board,United
crew has been notified passenger moved but water not fixed now on tarmac two hours,United
that link is not helpful as it does not put me in touch with management,United
as u might imagine this former pilot was particularly touched by the gesture please let the fo know keepingtraditionsalive,United
delayed cmh to ord ran to gate min b connection door closed no one around ignored by st agent nd super rude thanksunited,United
i guess the kit kat looks tasty not going near that sandwich,United
worse headed to laguardia delayed why is the tray table the size of a mouse pad and the overhead the size on my pocket,United
now from iah to ewr has broken entertainment system and no wifi despite info on app,United
your customer service is terrible,United
done,United
please send help asap to on flight to chicago seat c airlines,United
define appreciate i doubt the worst major airline in the usa acts on much feedback,United
yea a refund your airline ruined our trip,United
just sent thank you,United
that s wonderful unfortunately doesn t help on this hr flight between to major u s cities disappointed,United
thanks for delaying our flight for an hour missing our connecting flight and terrible customer service neveragain vacation,United
got rebooked on aa one question though do you automatically refund the check baggage fees for flight that was cancelled flightled,United
it is all good your k team has been nothing short of amazing with everything,United
new flight has me at the window kind of ticked off i pick aisle seats only because i hate window seats annoyed epicfail,United
good fly united businessfirst,United
nope had to rebook through houston so i could get to amarillo before pm stuck in sfo for four hours,United
thanks i made it,United
past,United
thanks just dmed hn,United
is a money sucking airline with terrible terrible customer service,United
are you aware your airbus fleet sucks i d rather fly a c full of rubber dog shit,United
will you be issuing an exception policy for denver for this weekend,United
i need a breakdown of what the international surcharge on my flights cover please help,United
fyi your staff are telling customers to try other carriers,United
couldn t have possibly messed up our trip anymore than they did thanks for being such a terrible airline disappointed,United
no wifi on ua sf to chicago that s all ps this tech intro video is a joke epicfail,United
flight on thx,United
based on suggestions from other passengers i have a rental car on standby for one way or another will be leaving then,United
thanks for the reply the box is not mine and i m not missing one it was added to my bag,United
no wifi on flight ua sf to ord really wow,United
gives belfast a hug with the new unmissable bushug format impact busads thinkbus,United
is the worst,United
haha and you have to clean a plane that was held overnight in a hangar sounds lovely also don t lie on screensand say it s weather,United
no because you will charge me or delay me further united still waiting,United
karren how did you save the on checked snowboard trying to check in this morning website wants prem gold,United
traveling from fra thru iad to mco tomorrow concerned abt iad weather can t change until advisory issued any advice,United
i did and then she made me feel guilty because it was economy plus and i didn t pay for the extra leg room,United
my flight cancelled flightled new flight hopefully will not,United
cancelled flightled newflight i will be upset if this one cancelled flights too i could have rented a car if they would have been honest,United
enjoyed heathrow lounge so much i almost missed my flight,United
hi flight if i try and book a new one way flight departure shows up as pm which seems accurate,United
stuck in ord because united can t find their airplane lol upset terminal right now,United
who can i contact about requesting a charity donation thankyou,United
wth be honest with your customers this better be the last change or we are driving home has our plane left or not,United
nd time in a row i ve been over charged by s of on my plane ticket why united i shouldn t have to check my cc everytime,United
i need a customer service manager to contact me please,United
is flight really going to leave newark today if not tell us now and i will rent a car i do not want to end up stranded,United
thanks for the reply i saw that but it s not particularly helpful to a hungry vegetarian not flying those specific flights shrug,United
so funny that my boarding pass said priority a because clearly i am not a priority to this airline,United
i m sure you will offer me nothing for the inconvenience you have put me through twice this month tweets don t cut it,United
or you ll cancelled flight my flight like you just did,United
screwing me over twice in one month learned my lesson we are through,United
what s the point of offering a free checked bag of you lose it,United
will do cheers,United
please send me the link email to formally compliment irene in slc on some of the best customer service ever paxex,United
thnx lo,United
yes houston int l bush,United
hi my flight from cun ewr shows a departure of pm on my united app can you confirm doesn t look correct thanks,United
flight from vegas to houston cancelled flighted this morning due to operation what does this mean thank god i woke up early today,United
will do thanks,United
education of that staff is needed he also turned away other first class cabin passengers with mileage plus,United
item not mine mysteriously ended up in my checked bag after a ewr to yow flight missing a black box,United
my guess flight is going to be cancelled flightled because there are empty seats and those who confirmed are not important frustrated,United
instead of making seats smaller thinner so u can jam more people on a flight u should concentrate on maint happy customers,United
i need assistance with pulling your agents heads out of their asses,United
gates were definitely not full we were parked and wheels were chocked customer service called it an unmet arrival,United
another glitch,United
in spite of flight delay great customer service provided by janet and baggage employee karen you have wonderful employees united,United
i really have a hard time believing that planes in this terminal are all delayed for mechanical issues whatgives dullessucks,United
