,text,airline
3838,of course but they were just as helpless as everyone else,United
3839,flew ord to miami and back and had great crew service on both legs thanks,United
3840,and year old flying to tokyo for vacation both with bad knees and this happens,United
3841,another week has passed and i hoped that i would have had a response by now,United
3842,there s no reason it should take days to respond,United
3843,yes i know that the question is why is that still the case fail,United
3844,there are exit row window shades in approx of the windows of your rj s a frequent flyer,United
3845,no worries your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time apologized for yesterday,United
3846,there is no excuse for leaving a minor to spend the night sobbing hours in a plastic chair ua s actions terrible united,United
3847,perhaps you could fix this and this answerthis,United
3848,my wife and i will be sharing this dreadful experience don t pretend ua cares about young girl traveling alone united airlines,United
3849,jh going to process my refund for wifi its asking for a receipt i never received an email you guys just whacked my credit card,United
3850,don t post a link to an article that verifies the initial complaint with comments saying the same thing,United
3851,will breaking them in somehow make them longer so that they don t cut off the circulation in my legs unfriendlyskies,United
3852,but why do people with no status get to buy an upgd at much less than cost ahead of premiers with earned confirmed certificates,United
3853,you please do not burn my dreams burningman tickets sales today,United
3854,worst agents in us at ft lauderdale airport passengers stand in line getting status alerts still didn t make an announcement,United
3855,can we get any free upgrade because all the problems we ve had our reservation is mkwlkr,United
3856,can you send a personal plane to get us out of school it s icing and we don t want to get stuck here donneiiy,United
3857,to start xweekly b flights from neworleans to cancun on between may sep avgeek,United
3858,fail set to song united breaks guitars lmao,United
3859,yes would love an upgrade or voucher please give me a call,United
3860,how come it s cheaper to fly to bkk than nrt even though to get to bkk you take an extra flight from nrt,United
3861,this is with regard to a flight from a couple weeks ago i m very frustrated with your policies expressing that,United
3862,thanks for reaching out the seat was hard not enough cushion ok for short flight btw ua flight and crew were great,United
3863,surprise me otherwise the flight is over and i don t have a good feeling about your airline,United
3864,we have been told that it s lost you guys don t know where it is,United
3865,just landed a day late flight with almost no sleep but here i feel sorry for the woman i consoled who s mother died during the night,United
3866,sfo dfw also sfo ord,United
3867,disappointed united did not feed small children on a half hour flight honolulu to los angeles appalling esp food waspaid for,United
3868,thanks to supervisor miriam who provided me with great customer service finally,United
3869,filled out at the airport as part of a long day made longer,United
3870,today the staff msp took customer service to a new level my father passed away last night you helped me get home today thanks,United
3871,ua delayed out of winnipeg because the plane was frozen fail will i make my connection on ua tightconnection denver,United
3872,delayed about hours because of missed connections due to mechanical issues on st flight rebooked but please call me,United
3873,flying out of stl saturday where they are expecting ice snow when should we start looking for travel waivers thanks,United
3874,can i add miles from my january air china flight to my mileageplus account,United
3875,you know your updates every hours telling me you don t know where my bags are is also equally irritating coltsmissingbags,United
3876,you are lightyears ahead of the security control at newark airport they wasted precious mins w bad efficiency frightening,United
3877,great thank you,United
3878,i submitted a status match last week and have not heard back im a delta customer looking to switch to united please assist,United
3879,to montego bay going back to gate bc person was late flight awful service for all of who came on time,United
3880,right are you guys charging for the air we breathe next,United
3881,did not get names dallas flight and chicago,United
3882,in other words sorry not sorry plenty of other airlines and i travel a lot,United
3883,delayed again by united gate agent was borderline rude when i asked her a flight status question what is happening to united,United
3884,i need to speak with a supervisor or someone who is willing to help me use a credit i have asap letsworktogether,United
3885,just give up your service is terrible if i wasn t forced to use united on certain routes i never would,United
3886,club in denver is dope,United
3887,i m checked in agent wouldn t tag my bags at am now i m standing in line hell,United
3888,we are never going to get to out gate at this rate,United
3889,this is getting ridiculous now we re missing our connection,United
3890,couldn t use the confirmed upgd cert you gave me b c you decided to sell anyone a biz seat for why do you bother giving them,United
3891,i locked myself out of my account and needed access to book a flight,United
3892,january th,United
3893,any chance you can troubleshoot check ins at we re at minutes per person,United
3894,how on earth could you close the united club in atlanta what a major fail at an airport of this size,United
3895,sorry to hear outsourcing plan boise is best staff cust service in the country boise,United
3896,lga ord ua did not get agent name argument over baggage policy,United
3897,yes staff were rude and unempathetic i needed jacket and tablet by got at if u take carryons cause plane full don t lose em,United
3898,monday evening,United
3899,is pri boarding for active military or only in uniform can t travel in uniform for opsec reason even on official travel,United
3900,leisure military personnel for safety reason r highly recommended to not travel in uniform,United
3901,ticket counter masters out of smf not very helpful,United
3902,cool thanks,United
3903,my baggage is in shannon now so never mind u can work on giving me some back now,United
3904,if you re listening why are you the lowest provider of inflight wifi get with the times,United
3905,that s funny because i emailed once and they found it hadn t left lhr in the mean time stuck with no bag in nyc,United
3906,is the biggest joke of a company i will never fly with them again days now waiting for my bag they don t even know where it is,United
3907,why haven t you updated that flight is delayed super frustrating,United
3908,how long can i expect the formal response to take,United
3909,hi i am flying domestic first from sea to hnl can i pay to use the lounge before i fly or this is just for international thanks,United
3910,do you mean fortunately i don t want my flight to be affected,United
3911,volumes profit up aviation aircargo,United
3912,what the i go into the all airlines lounge w my star alliance club card in bcn only to be told star alliance isn t accepted,United
3913,y do u not reply to customer refund forms unitedairlines,United
3914,shoddy customer service of no use whatsoever unitedairline,United
3915,do not reply to emails,United
3916,it has now been days since i applied for my compensation y have i had no correspondence,United
3917,it sucks not having the money to book a flight to see the love of my life miles away,United
3918,submitted customer care form jan th still no response a little longer then business days,United
3919,clearly united lives in the stone age some people don t need computers make your site better for tablets and phones,United
3920,what does dealing via email have anything to do with a crappy web form that is not made for mobile devices,United
3921,speaking of my flight skateboards are allowed as carry on bagage right no extra payment needed,United
3922,next thing you know united will believe they are above the dot and take them to court united is anti consumer,United
3923,i read that last hashtag as go f united makes sense since they f us by cancelled flightling ticketed reservations,United
3924,the link in the message i was replying to thparty itproblems,United
3925,hi i read there are weather warnings on the east coast of the us would a flight from lhr to sfo be affected,United
3926,you delayed a connection for customer service today now i ll be able to pay my final respects to a dear family member thank you,United
3927,am i allowed to bring a duffle bag and back pack as my carry on and personal item flying out of ny,United
3928,i m sorry united isn t able to keep its word cuz their it is totally inadequate but they still says it s a customer fault,United
3929,how can you not know where my bags are you knew where they were hours ago you are killing me worst service ever,United
3930,stop pretending you care about the welfare of my daughter united airlines had the opportunity to help n failed united airlines,United
3931,i have received one previously on the th having checked odd as you said there was no complaint associated with my e mail,United
3932,ok i have that pretty sure i had it before too but will wait and see what happens,United
3933,checking tracing information you got numbers wrong in my phone number how did a turquoise duffle bag become a black laptop bag,United
3934,treats service members like crap never flying again with them unitedairlines,United
3935,thanks ua den min on tarmac,United
3936,what is the point of a upc code on checked baggage if you can t tell me where my luggage is vacation day trying on swimsuits,United
3937,why are your sfo bos nonstop flights not competitively priced with those of jetblue and virgin vs identical times,United
3938,how come i have no baggage updates,United
3939,thanks for your response bags came but it was a long wait and priority tags weren t honored at all disappointing,United
3940,and the hits keep on coming unitedfail unitedwithivy,United
3941,hi jh yes please since i lost almost a whole day on the way out could you help me change my return for one day late flightr,United
3942,hrs searching for flts find on site can t book the offered bc seg isn t really available lies falseadvertising,United
3943,next flight don t think i ll be spending anymore money with you guys ever it was that bad,United
3944,are my bags here yet they were at palm springs airport i was at lax how come i beat my bags here,United
3945,why couldn t you have changed the tire of my delayed ua flight when it arrived instead of waiting until boarding,United
3946,a generic form with tons of fields asking for info you already expected more as a premier platinum another servicefail,United
3947,wtf is your username and or email addr signin still unavailable been trying to login since sunday,United
3948,i am flying from msp to dxb my child will turn during the trip do i have to buy a return ticket for my child,United
3949,i want my bags there is vital equipment in there you are royally screwing me i m cranky and want an update,United
3950,you guys have such big hearts keep up the good work,United
3951,flight had sime of the rudest flight attendants i was run over by the drink card and had a flashlight dropped on me noapology,United
3952,i am very disappointed with as your partner no communication extremely late flight flights really all around horrible,United
3953,unless it s on you guys im good,United
3954,are the miles going to be restructured help a silver status brotha out i thought i was winning with you guys until today lol,United
3955,even with the multiplier the ticket price will still never equal the amount of miles you travel even for transatlantic flights,United
3956,missed connection wrong city bags at palm springs but not at hotel i am seriously tired of being treated this way,United
3957,where are my bags they weren t in lax like your promised out of things today were a mess today because of you,United
3958,dang i thought i was in a teleportation device ua,United
3959,received my bag i appreciate taking care of the matter and following up,United
3960,still haven t received a response please direct message me for my contact information,United
3961,i ve been waiting on my bag in iah for mins they re only freaking people on that flight waiting for bags fix this,United
3962,so if this game was the one reason i payed for is there something we could work out here,United
3963,take note of this great example of actually making good for an extremely inconvenient situation,United
3964,rtb iah first class my wife global services and i had headaches due to our neighbors smoking e cigarettes contact me pls,United
3965,federal regulation prohibits you being separated from your bag yet you lose our bag and that s okay,United
3966,tried to check it mins before a flight rather than mins and we are stonewalled by your employees,United
3967,hello just wondering how long it might take for turkish airlines flights to show up in my united miles thanks,United
3968,do you guys have any working planes,United
3969,we just almost had a major accident on ua how about passing on some information to those of us waiting on plane,United
3970,again you said to go take the time to go there knowing what the issue was and knowing you won t fix it,United
3971,hour delay plus a jetway that won t move this biz traveler is never flying u again,United
3972,my son is a passenger on flight from chicago to toronto the plane came within feet of colliding another plane and is stopped,United
3973,that made me so mad but then i called the bag number and that person was helpful and told me where the bag really was,United
3974,yes it was the airport person who told me the bag was still in nashville when i filed the claim,United
3975,the only thing you fella have done right today is get me to the pacific time zone,United
3976,ugh my bags were sent to palm springs and not to lax as promised they better be at the hotel when i get there,United
3977,direct messaged you didn t hear anything back,United
3978,yup it just happens way too often times in the last months,United
3979,great thank you i ll send it now,United
3980,so who does handle bag issues and why wouldn t you put me onto them in the first place,United
3981,big up the pilot of for turning hr on the tarmac to just a min delayed arrival,United
3982,returned from vacation went to luggage services golf bag was presented in clear wrap that could ve been used in the first place,United
3983,holiday of a lifetime to new york ruined because you lost my luggage and have failed to find it since sunday wontflyagainwithyou,United
3984,my golf bag didn t have a top cover staffers said they couldn t check without a type of cover or wrap forced to leave the bag,United
3985,when will you offer real food in american clubs like the amazing food you offer in heathrow,United
3986,once again my bag is lost when i travel united please do something,United
3987,both,United
3988,stuck on plane for over an hour due to mechanical faults any updates please this happened on way to newark and now again to lhr,United
3989,flight unfortunately this isn t an isolate flightd incident i haven t waited less than min in years,United
3990,did i mention one bag is an infant car seat we ve been stuck with yr poor replacement on icy mtn roads,United
3991,this is in ur hemispheres magazine i m open to what will u do to make the flight more pleasant,United
3992,hard to believe since your staff sfo checked them under someone by the name of ritacomo who flew to ewr the same day,United
3993,it s late flight i m tired and understandably edgy for trying to catch my flight i wasn t chipper but i def was not rude,United
3994,rude cust ser agents busy chatting then yelled bc i took pic put me stdby when seat diff agent gave me seat min late flightr platinum,United
3995,i am a frequent user congrats u only lost my bags once in years problem it was today and your staff were rude still no bag,United
3996,sivi stewart at lax was fantastic tonight helping to find a lost item for us at the airport much thanks,United
3997,yes though they have not located the bag yet it was a lovely flight outside of that,United
3998,got me home amid snow cancelled flightlations delivered bag w o hassle plus no wait on phone an upgrade thank you,United
3999,my wife has been on the phone several times for past days with no result,United
4000,so you are saying that customer care does not report to anyone their response is humiliating for a company that serves the public,United
4001,unitedairlines so my feedback is for your benefit not for you to correct your atrocious customer service good to know,United
4002,unitedairlines fill out form and never receive response i expect remedy we can travel another airline and cancelled flight as members w u,United
4003,ewr lax ua my seat armrest broken discover after takeoff flight full fa filed report who to chat with for partial refund,United
4004,so you told me to go knowing what the issue was only for me to go there and find out that you won t fix it,United
4005,so i made it all the way to the airport and they say they won t fix the handle i showed you this problem and you said to go,United
4006,this link in your tweet goes to someone s internal email probably one of your rd party it contracts,United
4007,then why do you bother responding your customer service is the worst never using you guys again,United
4008,was flight out of houston,United
4009,free hotel doesn t make up for such poor customer service and disregard,United
4010,it s messed up to refuse to wait min after united is at fault for delay but to leave early is absolutely disgusting,United
4011,mechanical delay occurred in houston earlier today re their flight to ord,United
4012,ord to roc fam came to see me at sna i m a member so is my dad he used his miles for them,United
4013,cc boldflavors we re bringing bourbon st to ft with bold flavors fresh ingredients and more dining options,United
4014,thx for checking in never got through via phone on hold over hour how long is too long to wait on hold ugh csfail,United
4015,is there a referral program for the milageplus explorer card,United
4016,how else would i know it was denied,United
4017,obviously,United
4018,you allow shady rd party services to sell your tickets and then refuse to help the customer who s left holding the bag flyunited,United
4019,hours on the phone hung up on all i want is to be on a different flight same day that has an open seat greatservice,United
4020,which now has maintenance issues with an undetermined amount of time until the mechanics even arrive,United
4021,i sent an email describing my experience looking forward to a follow up to hopefully make it right,United
4022,be chicago s hometown airline care about your neighbors savethediagonals flyquiet ordnoise,United
4023,the cost of one of the round trip tickets,United
4024,give cyndi troy each a gold star,United
4025,our flight attendant was super helpful in finding a bag we left on a flight today excellent customer service name fits,United
4026,how about changing rno den non stop in may from am to late flight morning or early afternoon,United
4027,unitedairlines wont wait min for fam w yr old connecting flight leaves early instead for airport that is planes last stop today,United
4028,i can t go back to the airport i m working and won t have time are you telling me there is seriously no other way,United
4029,instead of bourbon street how about quiet planes savethediagonals,United
4030,to denver which we are supposed to be boarding right now but has yet to land,United
4031,i ve been doing this for years and i ve never had this many issues with any other airline,United
4032,haha that s fine still won t fly ever again seems like you guys have more problems than anyone else,United
4033,note they are traveling w yr old unreal,United
4034,and that plane was staying overnight at the next airport roc u can make up min in air but instead of waiting u leave early,United
4035,and they were traveling as guests of a mileage plus member using that members miles great customer service,United
4036,mechanical issues causes delay and connecting plane at ord only needed to wait min for them refused and left early instead wtf,United
4037,captain we apologize for the delay the company is looking for an open gate glance starboard side see open gates,United
4038,reinstating the kosher meals that were dropped shortly after the merger,United
4039,i m on one of your between jfk and lax when r u upgrading planes plane has no screens lousy seats and that s in unitedfirst,United
4040,is it possible to upfare to p a segment where i have a gpu waitlisted,United
4041,bringing your a game with premium cabin dining nice,United
4042,you already have vomit so you are halfway there,United
4043,is amazing how hard is to talk with customer service,United
4044,fair enough but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff,United
4045,they held the flight for our group of nearly people,United
4046,you guys suck you delay flights but can t hold the connectors minutes worstairlineever,United
4047,i want a plane dad,United
4048,time for a rant you delayed my flight and still forgot my luggage then delayed on the tarmac moments i love you united,United
4049,it was an international flight and we didn t get our new eta until we were in the air,United
4050,i think she was having a rough moment w a bad passenger from an earlier flight things got considerably better thanks,United
4051,thanks for the rude customer service and hour delay it really helped me timing wise for my afternoon meetings hello,United
4052,useless response i need a functioning wheelchair not a customer care form to fill out,United
4053,awesome thx and thx for replying so damn fast sure as hell beats s cheeze hold music,United
4054,what does cabin functionality mean when i m taking a customer satisfaction survey,United
4055,cab ride to dfw from love got me my bag reimburse,United
4056,unbelievable hypocrisy,United
4057,thanks for not getting my businessfirst priority tagged bag onto my connecting flight at ewr despite a hour layover nice job,United
4058,amazing flying over miles on unitedairlines alliance last year still got jilted out of status moneyelsewhere,United
4059,on top of this a csr went ahead and hung up on me after i called united to discuss this,United
4060,now finally in memphis landed minutes ago still no bags paying for a service that just gets worse,United
4061,thanks for a terrible experience at ewr customers should be treated as a priority not as an inconvenience tryagain,United
4062,some rd party service known as ezee flights a man who confirmed he was born in india told me his name was steve wilson,United
4063,the third wheelchair is broken,United
4064,she met me from customer service at the arrival of flight ua pvd iad thanks you guys have really handled this storm,United
4065,ooh thanks,United
4066,my flight was at pm still at the airport gee what service do they care nope delayed until,United
4067,very disappointed in cc purchased ticket online w voucher and charge full amnt would not hold price after refund unacceptable,United
4068,exactly it states a secure document is a nexus card it does not state a passport must always be also presented read it,United
4069,we were told by united to carry over carry back for the refund,United
4070,no i had to leave for work would have not been possible so i would love to have this replaced now,United
4071,i feel completely cheated i read your commitment to customer service via website and def did not get service suggested there,United
4072,of your agents said we would be refunded agents said united should never have sold us the ticket,United
4073,if your air traffic crew could get their shit together no one would notice the rudeness of the ground staff,United
4074,it problems with the link thparty,United
4075,i feel very well informed yes the flight is indeed delayed thank you,United
4076,why do i pay more for coach plus to be told preboarding that all overhead bins will be full for me,United
4077,can i get some help changing a ticket minutes on hold and counting,United
4078,thanks for all the help totally appreciate it and you made it super easy too,United
4079,was told by supervisor that united disconnected their customer support so there was nobody to address it now igiveup,United
4080,your mileageplus signup page is broken,United
4081,for wifi just so i can tell my family i m gonna be late flight cause i had to sit in a grounded plane for the past two hours,United
4082,fyi continuous texts and emails i am getting about the delay while held captive on the tarmac are not that helpful,United
4083,so not only were you late flight you broke my luggage handle you paying for a new one,United
4084,no friendly skies from you today hr weather delay in sfo followed by hr mechanical delay while sitting on plane nofun,United
4085,once again your customer service rep was rude i asked a question and in turn got attitude jane was no help disgusted again,United
4086,can you not see the thread,United
4087,poor old united never seem to get the response right,United
4088,obviously the staff at ewr united or otherwise have not seen your ads about being friendly and helpful ewr worst airport,United
4089,also why can t i pre select seats on sfo yyz flight i m a canadian flight booking problems on,United
4090,does forelock guarantee the fare only or fare seats,United
4091,thanks,United
4092,hypocrisy rt i m sorry we re not able to offer a full refund because the exchange rate is not what you were hoping for kp,United
4093,i shouldn t have to spend my own on a hotel because of a weather delay the weather being something completely out of my control,United
4094,eventually you should approach bags like they get it,United
4095,what if my nyc flight is delayed and i miss my connection to sacramento from chicago,United
4096,said they would give us a refund days late flightr no refund,United
4097,how can you not know the weight of our plane after us sitting on the plane for hrs not convinced your company is safe for flt,United
4098,we showed up to our flight several hours early tried to call was on hold min b f call disconnected,United
4099,if your policy changed you must advise at the time of purchase same if you choose to vary it by airport we want a full refund,United
4100,wanted to but you cancelled flightled my tickets they were too special i guess even for united,United
4101,i m for flight booking problems without major problems isn t bad,United
4102,ingeniero don t check your baggage if you don t have to they will lose it,United
4103,i m hoping we don t miss our lax ito connection not looking forward to being stuck at lax overnight with our team again,United
4104,well perhaps you could highlight where that is stated we travel between canada usa on united with only nexus,United
4105,how can you not know after two hours of us sitting on the plane with no bags off loaded the planes weight,United
4106,you make it hard to fly with you delayed over an hour and now the plane is turning around heading back to the gate connection,United
4107,serious firing needs to happen at hnl they broke the wheelchair you loaned me after you broke mine,United
4108,call customer service and of course they just say theres nothing we can do and then offer a transfer and disconnect the line,United
4109,now submitted for the third time please check and confirm receipt have taken screen shots in case it disappears again thanks,United
4110,if our already rescheduled flight is cancelled flightled is our hotel room paid for,United
4111,classic,United
4112,elizabeth at washington dulles just hooked me up with a new connecting flight at my gate i m super pleased,United
4113,thanks,United
4114,does the economy plus cabin also qualifies as a premium cabin,United
4115,flight ua been sitting on tarmac for mins with no report as to why any input,United
4116,a rd party service you use to sell your tickets has ripped me off excellent service united is offering,United
4117,no thanks,United
4118,yesterday i m sorted now,United
4119,thanks for that advice so helpful can t believe you guys actually charge people to fly united,United
4120,if you have had any issues with united airlines please retweet paid for a full fight ticket and was given a standby instead,United
4121,just tried to log in and was told e mail log in not currently available,United
4122,so why did you cancelled flight tickets for thousands of people when you didn t like the exchange rate doublestandards,United
4123,do you have an e mail address i can write my account to might be less likely to disappear,United
4124,so i wasted mins filling in online forms you are telling me you didn t receive how do i know this won t happen this time,United
4125,from amsterdam to ewr,United
4126,stuck here in iah waiting on flight to honolulu for hours due to maintenance issues could we have gotten a new plane fail,United
4127,what kind of hypocrisy is that only cancelled flightling tickets with bad exchange rate if in your advantage united,United
4128,no the entire problem here is that i was never sent anything via email and only given a flight booking problems number over the phone,United
4129,calling that number was useless heading to the airport now to pick up my bags this whole situation seems like a real joke,United
4130,they couldn t get me first class on any of their flights so i just rebooked myself,United
4131,but the gate agent and club staff got me priority standby for next so might only be minor disaster travelingwithsmallkids,United
4132,i ll be sending posting complete details of the circumstances surrounding this matter united airlines should be ashamed,United
4133,hidden city forces me into crappy seat even though exit row is available on the first leg your support cannot fix,United
4134,jt thanks for your help i ll complete the form once we are back home,United
4135,missed it incoming on time then sat for then no jetbridge driver missed a min connection from an on time flight,United
4136,ladies and gents united airlines,United
4137,you might be dealing with frustrated passenegers hope you all have a great day thank you very much for an amazing airline,United
4138,allright last question the power outlets on my flight are available in the premium cabin does that include economy plus cabin,United
4139,well it s la and then a hr car ride to a dark palm springs technically maybe i ll get bumped to st class den to phl on friday,United
4140,yes still need assistance i don t have a flight home due to change in flight u made i miss all connections,United
4141,i believe you have to follow me in order for me send you a dm,United
4142,thanks we would like an apology and a full refund please confirm when we will receive,United
4143,hi can you email me here so i can share the details thanks frank com,United
4144,but i got a bad exchange rate so want my money back please can you refund without penalty,United
4145,my flight ua to denver for rmoug has been re cheduled times if i am no show you ll know why ridiculous,United
4146,you re just using automated responses and don t have the decency to actually care respond,United
4147,jt the issue is with missed connections early gate closings and zero concern from customer service,United
4148,here i was thinking how i could say so many nice things after getting upgraded but then you delayed my flight it s ok,United
4149,can you explain how it rewards us elite premiere k members,United
4150,for our birthdays my fianc i want to travel late flight april you re our fave airline but frontier has this,United
4151,i m resending the confirmation code in a dm,United
4152,i did dm the details back on when this started with phone number to reach me no reply either online or by phone,United
4153,airlines ceo jeff smisek disloyal to loyal workers via,United
4154,the guidelines say x x my bag is x x so it s a bit taller than the guidelines is that gonna be a problem,United
4155,thank you i wish the lady in little rock had told me that in the morning when i asked her,United
4156,no claim number haven t been back to iad baggage since is there a phone i can call to speak to someone,United
4157,do you think there will problems at newark nj on saturday due to expected snow,United
4158,got it i am following the united page,United
4159,thank you for the speedy response i figured it may be something of that nature you guys and your fine print haha,United
4160,worst service ever,United
4161,thanks for your attention i would actually like to make a specific complaint about customer service at dca what is my best option,United
4162,can t believe united can t find someone to just simply check a seat back for a missing passport loved united but debating choice,United
4163,i am furious you re firm is a disgrace despite all our efforts you did zero to protect our daughter all alone at night united,United
4164,holy high speed internet batman speeds at united club at iad are insanely fast thanks,United
4165,your website flight booking problems experience is an obnoxious upsell laden disaster for anyone with half a brain,United
4166,like weeks after my flight creative,United
4167,flt is having some major delays bc ground crew was so slow the flight crew has been terrific been hours on the ground,United
4168,sorry i hate united i won t get to see my family until thursday,United
4169,thanks for the timely service great staff getting my wife and me to and from cancun this past week for our honeymoon,United
4170,done just now thanks,United
4171,currently on standby to lax then it is a hour ride to palm springs long day starting at a snowy am in philly,United
4172,your customer service for mileage plus customers is a disgrace i just spent min on the phone to reset a pin number with no luck,United
4173,no i do not i was only given a flight booking problems reference number,United
4174,all these changes way to stick it to your premiere k loyal customers why make things harder for those that loyal to you,United
4175,thanks for the offer but i finally made it to my destination albeit hours late flight,United
4176,airlines cancelled flights oc fll flight today to switch no notice no apology we are done flying unitedairlines,United
4177,can you send me another confirmation email,United
4178,it would be super if you paid as much attention to actual fliers as you do to credit card holders,United
4179,i travel a lot and i get it you re still my fave but ewr to cleveland w min layover to connect to dc our best option come on,United
4180,pm and my bags still not here not even a courtesy toiletries kit not the flight experience i was expecting very disappointed,United
4181,airlines cancelled flights oc fll flight today to switch no notice no apology done flying unitedairlines,United
4182,sorry wrong link for the bag thats the one i meant,United
4183,flight lax iad back rows not cleaned prior to boarding how gross is that to find used tissues in your seat please,United
4184,thank you,United
4185,take a lesson from they know how to treat customers,United
4186,plus you horrible seating and poor customer service everywhere i ve flown now you take away the mileage program horrible,United
4187,you d learn if you listen to your customers you do want you want asks their customer what they want,United
4188,customer service,United
4189,priceless united stranded my daughter at o hare united did zero to keep her safe alone on a plastic chair for h united air,United
4190,hi again any updates here,United
4191,could you tell me if this bag would be accepted as a personal item can i bring one carry on bag plus this,United
4192,which you finally cancelled flightled,United
4193,what link those are all the email offers u sent me in a year to buy transfer miles the last just expired,United
4194,thanks finally made it missed meetings but what can i do now,United
4195,our flight was originally supposed to leave at pm now we won t leave until this is the nd time this has happened,United
4196,supposedly they re out for delivery i ll believe it when i see it,United
4197,thank you yes i was hoping to speak with someone directly but appreciate the link nonetheless,United
4198,sure did only waited about min yay,United
4199,hi jh my experience with united has been entirely disgusting but yes i d like assistance in getting compensated for my bag,United
4200,took this picture on thursday awesome,United
4201,probably wouldn t be doing it had someone returned my call or email case number,United
4202,i can t even fit my name on the first two lines yes please do pass on feedback this is a big downgrade from previous years,United
4203,is expiring the offer to buy or transfer united mileageplus miles with discount many offers during a year,United
4204,no it was flight cancelled flightlations one due to weather one mechanical paid own hotel bag held in transfer no voucher compensation,United
4205,i got email that my reservations got cancelled flightled and i will be refunded nothing got refunded as of yet,United
4206,so what do you offer now that my flight was cancelled flighted and i m stranded away from home and work,United
4207,you are really trying me today,United
4208,looks like i m settled in to where i m going thx,United
4209,flt has had two more updates in the last minutes,United
4210,no they were to busy taking to each other and i needed to get to an audition,United
4211,was never given one,United
4212,quick response offering assistance but lack of follow through not really the service i was expecting,United
4213,stuck in iad going on hours waiting for a ferry flight from nashville that u can t tell when it will arrive ridiculous,United
4214,flt no gate agent no announcements so unprofessional time to go back to,United
4215,thanks kp please also mention the quiche breakfast and tandoori chicken dinner entrees and accompaniments are truly first class,United
4216,flt departure time has changed five times in the last minutes why don t you figure out a solution and announce once,United
4217,bags are still in houston since friday and still have not been reimbursed the baggage fee,United
4218,who can tell me where they are,United
4219,flight have already been cancelled flightled once been trying to get home two days staff being very unhelpful,United
4220,each flight is worse than last flight attendants don t even know whether the plane is equipped with power outlets at the seats,United
4221,flight agent now wandered off pilots came out looking for her went to charge her personal phone which she d been txting on,United
4222,waiting for flight to memphis incredibly rude gate agent waited until after departure time to announce delay of rude,United
4223,i don t see how i need to spend an extra bc of ur equipment failure,United
4224,i don t need to make any changes i reserved my seats when i bought my tickets and there was an error now there are no comp seats,United
4225,its and no power outlets at the seats on a hour flight to california seriously this is why airlines are failing pathetic,United
4226,thanks kp but luckily my transfer has maintenance issues and is still delayed so i didn t miss my transfer,United
4227,no not received any e mails in either inbox or junk spam,United
4228,could you please send me a phone to the refunds department we have submitted our claim through email without success,United
4229,i m not this person but i ve been sitting in denver for three hours and all i want to do is get on a plane please let me go home,United
4230,flight on was delayed over three hours because the pilot never showed up,United
4231,i just need to get to ric tonight i ve been in ewr for hrs now,United
4232,which is why my next flights to miami will be on another airline,United
4233,it is super frustrating that the folks at the united ticket counter in pittsburg aren t honoring their own media rate unitedfail,United
4234,minutes after arrival and no bags for most people ua from den to ewr how long should we wait until a ual rep comes here,United
4235,what is the policy behind changing passengers seating assignments at the gate,United
4236,with karen and found her unhelpful and rude called united at the time told she could board but karen would not accept,United
4237,she has crossed prior times with other carriers and no issue karen was rude untrained and unhelpful i also spoke,United
4238,nexus confirmed that at any crossing via air car or boat she can travel with only nexus,United
4239,employee yelled at her employee stood with others whispering and pointing at her from behind counter,United
4240,refused boarding with nexus nexus confirmed she should not be refused,United
4241,on a good note the employees i encountered newark were fabulous i was very late flight for my connecting flight and they got me on,United
4242,u lost my bag and would not refund my bag fee does that make sense to you and yes i already called cust svc they said no,United
4243,yall tried it with this little bitty plane flying out of boston i hate little planes,United
4244,doing a good thing holding flight for a few for peeps on late flight connecting flight we ll still make destination on time,United
4245,q just purchased ticket to hawaii for trip in late flight march does this mean we will acquire miles based on price or distance flown,United
4246,stay warm i will be passing through chicago next week,United
4247,the refund request functionality on is broken i get a time out error,United
4248,njairports only at newark can you land minutes early but lose all that time waiting on tarmac for a gate,United
4249,giving up on your direct flight from iah to honolulu rd attempt in years rd delay meal voucher wow customer service,United
4250,just played the most bizarre safety video i ve ever seen,United
4251,nearly hours late flightr and still no idea where it is i will never fly united again if i can help it,United
4252,had wi fi broken on plane had same outage on on friday how can southwest get it right on every plane but united can t,United
4253,wifi onboard far superior in pricing and performance user perceived bandwidth and late flightncy to recent experiences,United
4254,second day attempt trying to leave iad i m on another plane delayed for mechanical issues over an hour delayed,United
4255,is there a direct number to call to request a refund its telling me its not valid as i changed the ticket no number on site,United
4256,when is my plane coming been delayed for almost hours no plane,United
4257,not fast enough no excuse for service between big hubs to have such outdated craft southwest has wifi this is awful,United
4258,thankful for great service in newark seats fixed and i was seated with my daughter fab landing in fort myers,United
4259,my mother s flight was delayed from phl ord we re on our way to nrt and the gate refused to upgrade a platinum blegh,United
4260,is late flight again everyone braved the weather and passengers are waiting for a flight crew really,United
4261,miserable trip lost bag sat found mon lost again shipping nd day ground tues might have it for return flight home,United
4262,spending the afternoon mia not your fault no lounge very inconvenient,United
4263,costumer service sucks waiting for a week for a response,United
4264,is there a way to get a copy of feb s edition of hemisphere magazine with out flying,United
